audit_bucket,row_index,paper_id,paper_title,game_id,game_name,mechanic_id,mechanic_name,outcome_canonical,outcome_category,effect_direction,effect_size_raw,p_value,source_quote,is_supported_evidence,edge_weight,review_status,decision,notes
needs_review_random,3040,paper_171,Physiological response during activity programs using Wii-based video games in patients with cystic ﬁbrosis (CF),g200,Wii Fit Plus,m005,Physical Imitation,modalities imposed a constant load but with different intensities,game_claim,positive,All the modalities evaluated imposed a constant load but were associated with different physiological responses reflecting the different intensities imposed.,,All the modalities evaluated imposed a constant load but were associated with different physiological responses reﬂecting the different intensities imposed.,True,0.0945,needs_review,,
needs_review_random,3047,paper_171,Physiological response during activity programs using Wii-based video games in patients with cystic ﬁbrosis (CF),g201,Wii Balance Board,,not_reported,Wii-Acti and Wii-Train impose metabolic demand comparable to 6MWT,game_claim,positive,Wii-Acti and Wii-Train impose a signiﬁcantly high metabolic demand comparable to the 6MWT.,,Wii-Acti and Wii-Train impose a signiﬁcantly high metabolic demand comparable to the 6MWT.,True,0.0945,needs_review,,
needs_review_random,3067,paper_171,Physiological response during activity programs using Wii-based video games in patients with cystic ﬁbrosis (CF),g202,EA SPORTS™ACTIVE,m004,Gesture Input,Wii-Acti and Wii-Train impose metabolic demand comparable to 6MWT,game_claim,positive,Wii-Acti and Wii-Train impose a signiﬁcantly high metabolic demand comparable to the 6MWT.,,Wii-Acti and Wii-Train impose a signiﬁcantly high metabolic demand comparable to the 6MWT.,True,0.0945,needs_review,,
needs_review_random,3158,paper_172,Evaluation of the exercise intensity generated by active video gaming in patients with cystic ﬁbrosis and healthy individuals,g208,Wii Fit,m003,Balance Training,"peak HR, VO2, VE (CPET)",Physiological,,,,"There were no differences between groups at peak exercise (CPET) for heart rate (HR), oxygen consumption (VO2) and minute ventilation (VE).",True,0.0945,needs_review,,
needs_review_random,3467,paper_215,1-s2.0-S2444569X16300063-main,,,,not_reported,innovation,game_level_claim,not_reported,,,"The deep observation of three serious games from L’Oréal, IBM, and Thales results in a theoretical model with five distinct influence domains of serious games: relations, culture, knowledge, innovation, and desire.",False,0.0,needs_review,,
needs_review_random,3686,paper_231,Fear and loathing in VR: the emotional and physiological effects of immersive games,g146,first-person shooter,m002,Movement Control,hostility (effect of FPS in VR),Psychological,mixed,,,"The effects of playing a first-person shooter in VR on hostility were mixed,",True,0.0135,needs_review,,
needs_review_random,3844,paper_248,Open Access A usability study of a multicomponent video game-based training for older adults,g279,Active@Home exergame,m003,Balance Training,reaction time (divided attention task),Cognitive performance / Attention,positive,not_reported,< .05,"Gait speed under dual-task condition, lower extremity muscle strength and reaction times in a cognitive task (divided attention) showed significant improvements (p < .05).",True,0.0788,needs_review,,
needs_review_random,3907,paper_250,"We are constantly bombarded with both visual and auditory stimuli, all of which must be rapidly processed to construct a veridical representation of our environment. Although this is seemingly accomplished with ease, a series of complicated processes and principles have been",g40,action video games,m010,Rapid Response,temporal-order judgment accuracy (multisensory temporal sequence discrimination),Neuro/Cognitive,positive,not_reported,not_reported,"""in a temporal-order judgment task, they revealed an enhanced ability to determine the temporal sequence of multisensory stimuli.""",True,0.09,needs_review,,
needs_review_random,3938,paper_251,S1174702200893401,g290,PS Vita,,not_reported,console sales,sales,positive,,,"Results show that multihoming software to mobile devices strengthens the effect of a game release on focal console sales, giving managers a powerful tool to boost console diffusion.",True,0.0473,needs_review,,
needs_review_random,3984,paper_255,The Substitution Effect of Mobile Games on Console Games: An Empirical Analysis of the Japanese Video Game Industry,g69,Wii,,not_reported,"interpretive conclusion: mobile games substitute for casual console games and act as pioneers in a new market, while coexistence with traditional games continues",interpretation,not_reported,not_reported,not_reported,"Therefore, mobile games had a substitution effect on casual console games, or on console games in which the play situation resembled mobile games. ... Our results indicate that mobile games represent the pioneers in the new market of gaming at least during our observation period. But new games and traditional games will coexist for a while.",False,0.0,needs_review,,
needs_review_random,4017,paper_257,Open Access The effects of video game therapy on balance and attention in chronic ambulatory traumatic brain injury: an exploratory study,g300,Kinect Adventures,m013,Sports Simulation,Timed Up and Go (TUG),Mobility/Functional mobility,positive,not_reported,<0.05,"Both groups improved in CB&M scores, but only the VGT group increased on the UBS and TUG with a between-group significance (p < 0.05).",True,0.225,needs_review,,
needs_review_random,4046,paper_258,Open Access Do video game interventions improve motor outcomes in children with developmental coordination disorder? A systematic review using the ICF framework,g01,Nintendo Wii,,not_reported,feasibility/enjoyment/adherence,not_reported,positive,not_reported,not_reported,Studies that reported on feasibility found most children enjoyed and adhered to the video game interventions.,True,0.0225,needs_review,,
needs_review_random,4387,paper_279,Effects of video-game play on information processing: A meta-analytic investigation,g329,Rock Band,,not_reported,information processing (overall),cognitive_performance,positive,d = 0.61,,"Using random-effects models, video games led to improved information processing in both the quasi-experimental studies, d = 0.61, 95 % CI [0.50, 0.73], and the true experiments, d = 0.48, 95 % CI [0.35, 0.60].",True,0.1012,needs_review,,
needs_review_random,4486,paper_283,Active video games to promote physical activity in children with cancer: a randomized clinical trial with follow-up,g01,Nintendo Wii,,not_reported,physical activity amount,Physical activity,not_reported,not_reported,not_reported,The main outcomes are the amount of physical activity and sedentary behavior.,False,0.0,needs_review,,
needs_review_random,4559,paper_284,Open Access Massively multiplayer online role-playing games: comparing characteristics of addict vs non-addict online recruited gamers in a French adult population,g116,World of Warcraft,,not_reported,Internet addiction prevalence (GIAD),Addiction screening / prevalence,not_reported,44.2% GIAD positivity,not_reported,"Participants showed high rates of both Internet addiction (44.2% for GIAD, 32.6% for ISS) and DAS positivity (27.5%).",False,0.0,needs_review,,
needs_review_random,4799,paper_289,Page 1 of 10 (page number not for citation purposes),g352,Internet video games,,not_reported,"oppositional behavior (CPRS, parent-report)",Psychological,,,not_reported,"No significant association was found between body mass index (BMI), exercise, number of detentions, or the ""Oppositional"" and ""Hyperactivity"" components of CPRS and video game use.",True,0.0788,needs_review,,
needs_review_random,4878,paper_290,Perspective and agency during video gaming influences spatial presence experience and brain activation patterns,g355,The elder scrolls 4: Oblivion,,not_reported,EEG alpha band power (parietal/occipital/limbic cortex),neurophysiological (EEG rhythms),negative,not_reported,not_reported,"On a neural level, we observed in the 1PP compared with the 3PP condition significantly less alpha band power in the parietal, the occipital and the limbic cortex.",True,0.1575,needs_review,,
needs_review_random,4933,paper_295,The Author(s) 2016. This article is published with open access at Springerlink.com,,,,not_reported,level_of_play,interpreted_construct,not_reported,not_reported,not_reported,"The balance of ‘‘Communication’’ affected the balance of the ﬁnal three categories: ‘‘Team Composition’’, ‘‘Psychological State’’ and ‘‘Level of Play’’.",False,0.0,needs_review,,
needs_review_random,5011,paper_297,Open Access The effect of games and simulations on higher education: a systematic literature review,g363,computers,,not_reported,student performance,Performance,mixed,,,"Games and simulations show mixed effects across a number of sectors, such as student performance, engagement, and learning motivation.",True,0.0405,needs_review,,
needs_review_random,5012,paper_297,Open Access The effect of games and simulations on higher education: a systematic literature review,g363,computers,,not_reported,student engagement,Engagement,mixed,,,"Games and simulations show mixed effects across a number of sectors, such as student performance, engagement, and learning motivation.",True,0.0405,needs_review,,
needs_review_random,5075,paper_302,Short‑Term Effects of Video‑Games on Cognitive Enhancement:,g368,puzzle video-game,m011,Targeting,sensorimotor performance / reduction in sensorimotor disorder measures,Neuro/Cognitive,positive,not_reported,not_reported,The funnier and more activating game enhanced breadth of visual perception and reduced sensorimotor and reading disorders.,True,0.225,needs_review,,
needs_review_random,5118,paper_305,"Sexual Priming, Gender Stereotyping, and Likelihood to Sexually Harass: Examining the Cognitive Effects of Playing a Sexually-Explicit Video Game",,,,not_reported,viewing women as sex objects,Interpreted construct,positive,,,"Results show that playing a video game with the theme of female ""objectification"" may prime thoughts related to sex, encourage men to view women as sex objects, and lead to self-reported tendencies to behave inappropriately towards women in social situations.",True,0.135,needs_review,,
null_game_random,339,paper_005,Techno-dependencies in video games production: A Chilean case study,,,,not_reported,sector size and annual revenue (descriptive statistic),measured_outcome,not_reported,$13 million annual revenues; ~33 companies,,"In 2016, the Chilean video games sector comprised around 33 companies (both medium-size and small size companies) with annual revenues of $13 million (VG Chile, 2017).",False,0.0,needs_review,,
null_game_random,466,paper_009,Intense acts of violence during video game play make daily life aggression appear innocuous: A new mechanism why violent video games increase aggression,,,,not_reported,unclear,unclear,not_reported,,,,False,0.0,needs_review,,
null_game_random,467,paper_009,Intense acts of violence during video game play make daily life aggression appear innocuous: A new mechanism why violent video games increase aggression,,,,not_reported,unclear,unclear,not_reported,,,,False,0.0,needs_review,,
null_game_random,516,paper_012,"Gaming disorder test: Assessing psychometric properties, prevalence, temporal stability, and invariance using a Czech two-time-point longitudinal sample",,,,not_reported,Unidimensional factor structure of the GDT,psychometric,positive,,,The study confirmed the one-factor structure of the GDT,True,0.0608,needs_review,,
null_game_random,542,paper_017,Business model innovation in video-game consoles to face the threats of mobile gaming: Evidence from the case of Sony PlayStation,,,,not_reported,Identification of four phases in PlayStation business model evolution,Business model evolution,not_reported,,,We detected that the evolution of the Sony PlayStation’s BM can be articulated in four phases where mechanisms typical of mobile games have been detected and incrementally integrated.,False,0.0,needs_review,,
null_game_random,549,paper_018,Changes in user experience and satisfaction as media technology evolves: The reciprocal relationship between video games and video game-related media,,,,not_reported,perceived enjoyment of game-related media,enjoyment,not_reported,not_reported,not_reported,"This study considers the usefulness of provided information, enjoyment, and richness of game-related media to examine multiple (game-related) media effects on users.",False,0.0,needs_review,,
null_game_random,604,paper_023,Gamification of the point of sale using hybrid-reality games: Non-players' negative influence on players' service experience,,,,not_reported,service experience (negative),service_experience,negative,,,"First, using the Critical Incident Technique, we show that non-players can create a significantly negative service experience at the venue for playing customers.",True,0.0405,needs_review,,
null_game_random,747,paper_025,Moderating effects of visual attention and action video game play on perceptual learning with the texture discrimination task,,,,not_reported,TDT baseline performance (task threshold/accuracy),Perceptual performance,positive,,,"We examined baseline performance on the TDT, learning on the initially trained TDT stimuli and transfer to a subsequently trained background orientation.",True,0.0945,needs_review,,
null_game_random,926,paper_025,Moderating effects of visual attention and action video game play on perceptual learning with the texture discrimination task,,,,not_reported,Interference between sequentially trained backgrounds on TDT learning,Learning interference,,,,"Further, we failed to replicate previous findings that training with different backgrounds gives rise to interference on the TDT.",True,0.0945,needs_review,,
null_game_random,965,paper_032,Role of authenticity in massively multiplayer online role playing games (MMORPGs): Determinants of virtual item purchase intention,,,,not_reported,virtual item purchase intention,purchase_intention,positive,,,"""The empirical results indicate that players' perceived authenticity increases players' intentions to play and purchase virtual items.""",True,0.0473,needs_review,,
null_game_random,1136,paper_041,"Research paper Depression, anxiety, and stress in young adult gamers and their relationship with addictive behaviors: A latent profile analysis",,,,not_reported,past-month tobacco use prevalence,Addiction,positive,,,"Participants with ‘moderate’ and ‘high emotional distress’ ... showed ... higher prevalence of past-month substance use (i.e., tobacco and illegal drugs)",True,0.054,needs_review,,
null_game_random,1149,paper_041,"Research paper Depression, anxiety, and stress in young adult gamers and their relationship with addictive behaviors: A latent profile analysis",,,,not_reported,past-month illegal drug use prevalence,Addiction,positive,,,"Participants with ‘moderate’ and ‘high emotional distress’ ... showed ... higher prevalence of past-month substance use (i.e., tobacco and illegal drugs)",True,0.054,needs_review,,
null_game_random,1221,paper_045,For whom does a game update? Players' status-contingent gameplay on online games before and after an update,,,,not_reported,gameplay (post-update change for high-ranked players),Behavioral,positive,,,online game updates only increase the gameplay of high and low-ranked players.,True,0.0608,needs_review,,
null_game_random,1320,paper_055,1-s2.0-S0301051111002481-main,,,,not_reported,recognition performance (mean correct answers across participants),Behavioral,,mean = 22.38 (SD = 1.14) (group comparison: no significant difference reported),,"Participants did not differ significantly in their recognition performance either (mean correct answers of all participants: 22.38 (SD = 1.14)), too.",True,0.0743,needs_review,,
null_game_random,1441,paper_061,Beyond Nintendo: design and assessment of educational video games for ﬁrst and second grade students,,,,not_reported,spelling,academic achievement,positive,,,"The results show significant differences between the EG and IC groups in relation to the EC group in Math, Reading Comprehension and Spelling, but no significant differences in these aspects were found between the EG and the IC groups.",True,0.1012,needs_review,,
null_game_random,1479,paper_065,The effect of simulation games on the learning of computational problem solving,,,,not_reported,trial-and-error strategy use,Problem solving strategies,positive,not_reported,not_reported,"The students who perceived a ﬂow experience state frequently applied trial-and-error, learning-by-example, and analytical reasoning strategies to learn the computational problem solving skills.",True,0.1687,needs_review,,
null_game_random,1482,paper_065,The effect of simulation games on the learning of computational problem solving,,,,not_reported,learning-by-example strategy use (anxiety association),Problem solving strategies,negative,not_reported,not_reported,"For instance, the students who felt anxious in the simulation game did not apply the learning-by-example strategy as frequently as those in the ﬂow state.",True,0.1687,needs_review,,
null_game_random,1719,paper_085,"The effects of interactive brand placements in online games on children’s cognitive, affective, and conative brand responses",,,,not_reported,brand awareness (top-of-mind),cognitive_response,positive,not_reported,not_reported,"confrontation with interactive brand placement in the game resulted in more positive attitudes toward the game, higher top of mind awareness of the brand, more positive brand images, and more favorable behavioral intentions.",True,0.0225,needs_review,,
null_game_random,1971,paper_099,The inﬂuence of video games on executive functions in college students,,,,not_reported,problem solving / cognitive flexibility (WCST errors and categories),Problem solving / Executive function,positive,,,and made fewer errors and completed more categories on the WCST.,True,0.1012,needs_review,,
null_game_random,1991,paper_103,Using video game play to improve education-majors’ mathematical performance: An experimental study,,,,not_reported,working memory,Neuro/Cognitive,positive,,,"Our first experiment showed that expert AVGers had significantly higher working memory, spatial, and geometry abilities than non-gamers.",True,0.054,needs_review,,
null_game_random,2034,paper_110,Driving is not a game: Video game experience is associated with risktaking behaviours in the driving simulator,,,,not_reported,simulator_errors,performance - composite,not_reported,,,"To generate a composite score of overall performance, errors collected by the simulator are summed (i.e., Simulator Errors).",False,0.0,needs_review,,
null_game_random,2054,paper_113,Acute effect of active video games on older children's mood change,,,,not_reported,anger and depression (BRUMS subscales),mood/affect,positive,,,"Results revealed a short bout of AVGs signiﬁcantly reduced anger/depression and vigor, and fourth grade children had greater vigor than the third graders.",True,0.0945,needs_review,,
null_game_random,2142,paper_118,The effect of user experience in online games on word of mouth: A pleasure-arousal-dominance (PAD) model perspective,,,,not_reported,word-of-mouth intention,Behavioral,positive,,,"Using the survey data collected from online game players, our study reveals that user experience significantly affects consumer intention to spread WOM.",True,0.0473,needs_review,,
null_game_random,2325,paper_130,Unfair play? Video games as exploitative monetized services: An examination of game patents from a consumer protection perspective,,,,not_reported,legal finding: Valve found to have engaged in misleading or deceptive conduct (ACCC vs Valve),policy/legal_outcome,not_reported,,,"In its final ruling, the Federal Court found that the company Valve Corporation (Valve), through its online game distribution platform Steam and its Steam website, had engaged in misleading or deceptive conduct and made false or misleading representations to Australian consumers about the consumer guarantees under Australian consumer law.",False,0.0,needs_review,,
null_game_random,2352,paper_132,Video games and close relations: Attachment and empathy as predictors of children’s and adolescents’ video game social play and socio-emotional functioning,,,,not_reported,prosocial behavior,behavioral,mixed,,,"Prosocial and interpersonal video game play were related to greater social satisfaction, peer support, and prosocial behavior, which led to increased well-being, whereas violent video game play was related to ... lower ... prosociality.",True,0.0473,needs_review,,
null_game_random,2515,paper_143,Problematic monetization in mobile games in the context of the human right to economic self-determination,,,,not_reported,habit building (interpreted construct),interpreted_construct,not_reported,,,"illustrates problematic monetization based on the ten most popular free-to-play games on the Google Play Store in the United States using the walkthrough method showing mechanisms of value obfuscation, false narratives, emotional triggers, and habit building associated with microtransactions.",False,0.0,needs_review,,
null_game_random,2590,paper_150,‘‘It’s a terrible choice to make but also a necessary one’’: Exploring player experiences with moral decision making mechanics in video games,,,,not_reported,timers/time pressure as a mechanic influencing moral decision making,mechanic_level_claim,not_reported,,,"To emphasise this burden, many games use time pressure (Bavelier & Green, 2019), often through various timer designs, from visual countdowns during gameplay (Hardin, 2016) to ‘reminder’ timers that inform players of an upcoming event (Palmer, 2015).",False,0.0,needs_review,,
null_game_random,2601,paper_152,Young adults learning executive function skills by playing focused video games,,,,not_reported,executive function improvement from focused game training,Neuro/Cognitive,positive,not_reported,not_reported,"this review ﬁnds promising evidence for the beneﬁts of playing a focused computer game that is designed to provide repeated practice on a targeted executive function skill (e.g., shifting) in a variety of contexts, at progressively increasing levels of challenge, and with clear feedback (Parong et al., 2017).",True,0.0225,needs_review,,
null_game_random,2633,paper_156,A novel gray FUCOM method and its application for better video games experiences,,,,not_reported,methodological claim: Gray-FUCOM yields more realistic and intuitive evaluation results under expert opinion uncertainty,methodological_claim,positive,,,"Moreover, the proposed methodology provides more realistic and intuitive results, which need further attention from the video gaming industries for a multilateral futuristic developing decision.",True,0.0135,needs_review,,
null_game_random,2652,paper_160,Does playing a video game really result in improvements in psychological well-being in the era of COVID-19?,,,,not_reported,negative emotions,Psychological,not_reported,not_reported,not_reported,"This study examines the structural relationships between the perceived value dimensions of quality, emotional, price, and social, positive and negative emotions, psychological well-being, and loyalty in the video game context along with the moderating role of the perceived severity of COVID-19.",False,0.0,needs_review,,
null_game_random,2864,paper_169,The impact of narratives and active video games on long-term moderate-to- vigorous physical activity: A randomized controlled trial protocol,,,,not_reported,cognitive function,Cognitive,not_reported,not_reported,not_reported,"""...and cognitive function. A pilot trial of n = 6 was conducted to help develop procedures and address problems that could arise in the main trial.""",False,0.0,needs_review,,
null_game_random,3188,paper_174,Does playing video games improve laparoscopic skills?,,,,not_reported,laparoscopic simulator overall score (MIS-TELS),Performance,positive,Frequent VG players score 25.9 compared to non-players who scored 20.1 (p = 0.03),p = 0.03,Frequent VG players score 25.9 compared to non-players who scored 20.1 (p = 0.03),True,0.09,needs_review,,
null_game_random,3245,paper_182,Procedia - Social and Behavioral Sciences 98 ( 2014 ) 286 – 291,,,,not_reported,English vocabulary learning (post-test score),Learning,positive,not_reported,not_reported,The findings of the analyzed data indicated that the experimental group outperformed the control group statistically significant in the post-test.,True,0.225,needs_review,,
null_game_random,3464,paper_215,1-s2.0-S2444569X16300063-main,,,,not_reported,relations,game_level_claim,not_reported,,,"The deep observation of three serious games from L’Oréal, IBM, and Thales results in a theoretical model with five distinct influence domains of serious games: relations, culture, knowledge, innovation, and desire.",False,0.0,needs_review,,
null_game_random,3505,paper_220,Unlocking the potential of gaming for anticipatory governance,,,,not_reported,unclear,unclear,not_reported,,,,False,0.0,needs_review,,
null_game_random,3509,paper_221,Perceptions of adolescents concerning pathological video games use: A qualitative study,,,,not_reported,"perceived influences on transition to pathological use: mental health, family and social environments, and type of game",risk/protective factors,not_reported,,,"Mental health, family and social environments, and the type of game seemed to inﬂuence the transition from recreational to pathological video-game use.",False,0.0,needs_review,,
null_game_random,3724,paper_233,S1067601794166001,,,,not_reported,unclear,unclear,not_reported,,,,False,0.0,needs_review,,
null_game_random,3739,paper_234,Do Future Teachers Believe that Video Games Help Learning?,,,,not_reported,video games perceived to better support verbal and procedural learning than attitudinal learning,perceived learning types,positive,,,"In addition, they considered video games favor more verbal and procedural learnings than attitudinal ones.",True,0.054,needs_review,,
null_game_random,3800,paper_245,Female Gamers’ Experience of Online Harassment and Social Support in Online Gaming: A Qualitative Study,,,,not_reported,social withdrawal and anonymity in gaming,Social,positive,,,"Thematic analysis of the discussions suggested that a lack of social support and harassment frequently led to female gamers playing alone, playing anonymously, and moving groups regularly.",True,0.0405,needs_review,,
null_game_random,3804,paper_245,Female Gamers’ Experience of Online Harassment and Social Support in Online Gaming: A Qualitative Study,,,,not_reported,online harassment,Social,positive,,,It is now recognised that female gamers often report the experience of harassment and other negative behaviours while playing online (Cote 2015; Gray et al. 2017; Holz Ivory et al. 2014; McLean and Griffiths 2013; Vermeulen et al. 2014).,True,0.0405,needs_review,,
null_game_random,3805,paper_245,Female Gamers’ Experience of Online Harassment and Social Support in Online Gaming: A Qualitative Study,,,,not_reported,sexualized attention / sexual harassment online,Sexualization,positive,,,"However, many females have reported the experience of receiving disproportionate attention in online interactions, particularly of a sexual nature, in comparison to males (Herring et al. 2002).",True,0.0405,needs_review,,
null_game_random,3959,paper_253,S1192002201314701,,,,not_reported,unclear,unclear,not_reported,,,,False,0.0,needs_review,,
null_game_random,4191,paper_266,Cognitive-behavioral intervention via interactive multimedia online video game for active aging: study protocol for a randomized controlled trial,,,,not_reported,sleep hygiene behaviors,Physiological,not_reported,,,Secondary outcomes will be ... sleep hygiene behaviors ...,False,0.0,needs_review,,
null_game_random,4312,paper_273,Technology consumption and cognitive control: Contrasting action video game experience with media multitasking Pedro Cardoso-Leite1 & Rachel Kludt2 & Gianluca Vignola1 & Wei Ji Ma3 &,,,,not_reported,attentional/cognitive task performance,Attentional control,negative,,not_reported,"Across four tasks (AX-continuous performance, N-back, task-switching, and filter tasks), testing different aspects of attention and cognition, we showed that heavy media multitaskers perform worse than light media multitaskers.",True,0.0788,needs_review,,
null_game_random,4364,paper_276,The association between chronic exposure to video game violence and affective picture processing: an ERP study,,,,not_reported,ERP sustained modulations (evaluative processing / LPP/P3),neurophysiological,not_reported,,,The data revealed that ... sustained modulations of the ERPs related to evaluative processing were sensitive to VGV exposure.,False,0.0,needs_review,,
null_game_random,4479,paper_281,Action video game training reduces the Simon Effect Claire V. Hutchinson1 & Doug J. K. Barrett1 & Aleksander Nitka1 & Kerry Raynes1 Published online: 4 August 2015,,,,not_reported,Simon Effect magnitude (incompatibility cost),behavioral (response selection/conflict),positive,,,The results revealed significantly faster response times and a reduced cost of stimulus-response incompatibility in the groups trained on the first-person-shooter game. No benefit of training was observed in the control group or the group trained on the visual training game.,True,0.135,needs_review,,
null_game_random,4779,paper_288,Active video games: the mediating effect of aerobic fitness on body composition,,,,not_reported,Percentage body fat change from baseline at 24 weeks,physiological,positive,"Observed group difference shifted from -0.291 (p = 0.02) to -0.4136 (p = 0.03) when aerobic fitness was included (approximately 50% change in treatment effect). Table shows difference in means -0.83 (SE 0.36), 95% CI -1.54 to -0.12.",p = 0.02 (before mediation); p = 0.03 (after mediation),"For percentage body fat, the observed group difference shifted from −0.291 (p = 0.02) to −0.4136 (p = 0.03), or approximately 50%.",True,0.225,needs_review,,
null_game_random,4911,paper_292,"Developmental Dyslexia (Tn Wydell, Section Editor)",,,,not_reported,useful field of view (UFOV) accuracy threshold,Neuro/Cognitive,negative,not_reported,not_reported,"Laasonen et al. [95] testing adults with and without DD or ADHD showed that DD group was poorer than controls, and accuracy threshold of the UFOV resulted correlated with reading abilities.",True,0.09,needs_review,,
null_game_random,5088,paper_303,Stress and Violence in Video Games: Their Influence on Aggression,,,,not_reported,aggression,Behavioral,,,,Results indicated that provoked stress and violent content are not linked to aggression in this context.,True,0.1012,needs_review,,
null_game_random,5114,paper_305,"Sexual Priming, Gender Stereotyping, and Likelihood to Sexually Harass: Examining the Cognitive Effects of Playing a Sexually-Explicit Video Game",,,,not_reported,likelihood to sexually harass (self-report),Attitudinal / behavioral intention,positive,,,A likelihood-to-sexually-harass scale was also administered.,True,0.135,needs_review,,
supported_random,62,paper_001,Activity and Energy Expenditure in Older People Playing Active Video Games,g06,Your Shape Fitness Evolved (Tai Chi),m004,Gesture Input,perceived exertion (RPE Borg scale),Physiological,,no significant difference reported between equivalent games played while standing and seated,not_reported (stated as no significant difference),"There was no signiﬁcant difference in energy expenditure, activity counts, or perceived exertion between equivalent games played while standing and seated.",True,0.1575,needs_review,,
supported_random,289,paper_003,Interactive video games to reduce paediatric procedural pain and anxiety: a systematic review and meta-analysis,g17,preparatory games,,not_reported,anxiety,Psychological,negative,SMD¼0.61,not_reported,"Interactive video games appear to reduce children’s procedural pain (standardised mean difference [SMD]¼e0.43; 95% conﬁdence interval [CI]: e0.67 to e0.20), anxiety (SMD¼0.61; 95% CI: e0.88 to e0.34), and caregivers’ procedural anxiety (SMD¼e0.31; 95% CI: e0.58 to e0.04).",True,0.0225,needs_review,,
supported_random,325,paper_004,Exposure to ﬁrst-person shooter videogames is associated with multisensory temporal precision and migraine incidence,g20,FPSG,m001,Combat,veridical perception rate (accuracy of perceiving actual single flash),Neuro/Cognitive,positive,~68% (gamers) vs ~59% (non-players),,"In line with the hypotheses, gamers experience signiﬁcantly narrower windows of illusion (~87 ms) relative to non-players (~105 ms), leading to higher veridical reports in gamers (~68%) relative to non-players (~59%).",True,0.054,needs_review,,
supported_random,397,paper_008,FlashReport Media violence and the self: The impact of personalized gaming characters in aggressive video games on aggressive behavior,g23,Wii Sports,m002,Movement Control,self-activation (self-report scale),Psychological,positive,,,"Process analyses revealed that participants playing a violent video game with a personalized game character experienced more arousal and self-activation than they did when playing with an impersonal, default game character, which in turn increased aggressive responses.",True,0.135,needs_review,,
supported_random,470,paper_010,The effects of sexualized video game characters and character personalization on women's self-objectification and body satisfaction☆,g30,The Sims 4,,not_reported,self-objectification (state),psychological,,not_reported,not_reported,N = 262 female participants reported state self-objectification and body satisfaction after 30 min of playing the video game The Sims 4 with a sexualized or nonsexualized avatar that was either generic or personalized to look like the participant.,True,0.0225,needs_review,,
supported_random,575,paper_021,Do players communicate differently depending on the champion played?,GAME_0004,League of Legends,m004,Lane Control,valence,communication_behavior,negative,,,"we analyze 13.6 million in-game chat messages to measure whether the players’... valence (negative versus positive scores of language use)... change depending on the characteristics of the champions they employ. We find that champions’ body type, role, and gender are associated with players’... negative valence. We also find that the players’ communication significantly changes in toxicity and valence when they play using different champions.",True,0.0608,needs_review,,
supported_random,594,paper_021,Do players communicate differently depending on the champion played?,GAME_0004,League of Legends,m010,Map Vision,toxicity,communication_behavior,positive,,,"we analyze 13.6 million in-game chat messages to measure whether the players’... toxicity (frequency of toxic word usage) change depending on the characteristics of the champions they employ. We find that champions’ body type, role, and gender are associated with players’... toxicity. We also find that the players’ communication significantly changes in toxicity and valence when they play using different champions.",True,0.0608,needs_review,,
supported_random,629,paper_024,An action video game for the treatment of amblyopia in children: A feasibility study,g39,custom-made action video game,m011,Targeting,stereoacuity,Neuro/Cognitive,positive,0.07 log arcsec (≈17%),,"Similarly, stereoacuity improved by 0.07 log arcsec (≈17%) following dichoptic training, and by 0.06 log arcsec (≈15%) following monocular training.",True,0.1012,needs_review,,
supported_random,647,paper_024,An action video game for the treatment of amblyopia in children: A feasibility study,g39,custom-made action video game,m001,Combat,visual acuity,Physiological,positive,0.14 logMAR (≈38%),,"Following 20 h of training, VA improved, on average, by 0.14 logMAR (≈38%) for the dichoptic group and by 0.06 logMAR (≈15%) for the monocular group.",True,0.1012,needs_review,,
supported_random,725,paper_025,Moderating effects of visual attention and action video game play on perceptual learning with the texture discrimination task,g40,action video games,m011,Targeting,TDT baseline performance (task threshold/accuracy),Perceptual performance,positive,,,"We examined baseline performance on the TDT, learning on the initially trained TDT stimuli and transfer to a subsequently trained background orientation.",True,0.0945,needs_review,,
supported_random,791,paper_025,Moderating effects of visual attention and action video game play on perceptual learning with the texture discrimination task,g40,action video games,m001,Combat,Transfer of perceptual learning to untrained background orientation,Learning / Transfer,positive,,,"We find that participants showing better performance on the UFOV task performed better on the TDT, and also showed greater learning and transfer to an untrained background orientation.",True,0.0945,needs_review,,
supported_random,859,paper_025,Moderating effects of visual attention and action video game play on perceptual learning with the texture discrimination task,g40,action video games,m001,Combat,Association between action video game play and TDT outcomes,Experience effect / Behavioral,mixed,,,"On the other hand, self-report of action video game play only inconsistently related performance, learning or transfer on the TDT.",True,0.0945,needs_review,,
supported_random,868,paper_025,Moderating effects of visual attention and action video game play on perceptual learning with the texture discrimination task,g40,action video games,m010,Rapid Response,TDT baseline performance (task threshold/accuracy),Perceptual performance,positive,,,"We examined baseline performance on the TDT, learning on the initially trained TDT stimuli and transfer to a subsequently trained background orientation.",True,0.0945,needs_review,,
supported_random,873,paper_025,Moderating effects of visual attention and action video game play on perceptual learning with the texture discrimination task,g40,action video games,m011,Targeting,Perceptual learning (improvement on TDT over training),Learning / Perceptual performance,positive,,,"We examined baseline performance on the TDT, learning on the initially trained TDT stimuli and transfer to a subsequently trained background orientation.",True,0.0945,needs_review,,
