item_type,item_id,field,old_value,row_count,paper_count,supported_count,example_papers,example_titles,new_value,decision,notes
outcome_category,usability,outcome_category,usability,7,1,7,paper_053,The effectiveness of serious games designed for infection prevention and promotion of safe behaviors of senior nursing students during the COVID- 19 pandemic,,,
outcome_category,Behavioral transfer,outcome_category,Behavioral transfer,6,1,6,paper_274,"The influence of action video game playing on eye movement behaviour during visual search in abstract, in-game and natural scenes",,,
outcome_category,Cognitive/Knowledge,outcome_category,Cognitive/Knowledge,6,1,6,paper_048,Serious digital games for diabetes Mellitus: A scoping review of its current,,,
outcome_category,Eye movement - spatial distribution,outcome_category,Eye movement - spatial distribution,6,1,6,paper_274,"The influence of action video game playing on eye movement behaviour during visual search in abstract, in-game and natural scenes",,,
outcome_category,Motivation/Gratification,outcome_category,Motivation/Gratification,6,1,0,paper_115,"Content structure is king: An empirical study on gratiﬁcations, game genres and content type on Twitch",,,
outcome_category,Neurophysiological,outcome_category,Neurophysiological,6,1,0,paper_262,"The impact of video gaming on cognitive functioning of people with schizophrenia (GAME-S): study protocol of a randomised controlled trial Maritta Välimäki1,2,3*",,,
outcome_category,Physiological/Behavioral,outcome_category,Physiological/Behavioral,6,1,6,paper_048,Serious digital games for diabetes Mellitus: A scoping review of its current,,,
outcome_category,between-group difference in beliefs,outcome_category,between-group difference in beliefs,6,1,6,paper_234,Do Future Teachers Believe that Video Games Help Learning?,,,
outcome_category,feedback_quantity,outcome_category,feedback_quantity,6,1,0,paper_164,Improving serious games by crowdsourcing feedback from the STEAM online gaming community,,,
outcome_category,neural/ERP,outcome_category,neural/ERP,6,1,6,paper_002,The effects of an action video game on visual and affective information processing,,,
outcome_category,postural_balance,outcome_category,postural_balance,6,1,6,paper_196,Use of commercial video games to improve postural balance in patients with multiple sclerosis: A systematic review and meta-analysis of randomised controlled clinical trials,,,
outcome_category,social functioning,outcome_category,social functioning,6,1,6,paper_132,Video games and close relations: Attachment and empathy as predictors of children’s and adolescents’ video game social play and socio-emotional functioning,,,
outcome_category,technical_measure,outcome_category,technical_measure,6,1,6,paper_238,Multimed Tools Appl (2009) 45:83–107 DOI 10.1007/s11042-009-0287-7 The partial migration of game state and dynamic server selection to reduce latency,,,
outcome_category,Addiction/Behavioral,outcome_category,Addiction/Behavioral,5,1,5,paper_086,Beyond the fascination of online-games: Probing addictive behavior and depression in the world of online-gaming,,,
outcome_category,Cognitive performance / Attention,outcome_category,Cognitive performance / Attention,5,1,5,paper_248,Open Access A usability study of a multicomponent video game-based training for older adults,,,
outcome_category,Educational,outcome_category,Educational,5,1,5,paper_103,Using video game play to improve education-majors’ mathematical performance: An experimental study,,,
outcome_category,Epidemiological/Behavioral,outcome_category,Epidemiological/Behavioral,5,1,0,paper_086,Beyond the fascination of online-games: Probing addictive behavior and depression in the world of online-gaming,,,
outcome_category,Interpretive claim,outcome_category,Interpretive claim,5,1,5,paper_248,Open Access A usability study of a multicomponent video game-based training for older adults,,,
outcome_category,Physical function / Mobility,outcome_category,Physical function / Mobility,5,1,5,paper_248,Open Access A usability study of a multicomponent video game-based training for older adults,,,
outcome_category,Physical function / Strength,outcome_category,Physical function / Strength,5,1,5,paper_248,Open Access A usability study of a multicomponent video game-based training for older adults,,,
outcome_category,Psychological/Motivation,outcome_category,Psychological/Motivation,5,1,5,paper_086,Beyond the fascination of online-games: Probing addictive behavior and depression in the world of online-gaming,,,
outcome_category,Usability,outcome_category,Usability,5,1,5,paper_248,Open Access A usability study of a multicomponent video game-based training for older adults,,,
outcome_category,measured_experience,outcome_category,measured_experience,5,1,0,paper_150,‘‘It’s a terrible choice to make but also a necessary one’’: Exploring player experiences with moral decision making mechanics in video games,,,
outcome_category,neurocognitive,outcome_category,neurocognitive,5,1,3,paper_191,This is an open access article under the CC BY-NC-ND license (https://creativecommons.org/licenses/by-nc-nd/4.0) Peer-review under responsibility of the scientific committee of the 5th International Conference on Computer Science and,,,
outcome_category,psychological affect (guilt),outcome_category,psychological affect (guilt),5,1,5,paper_179,The effect of in-game moral choices and NPCs’ identities on players’ intergroup attitudes,,,
outcome_category,Addiction-related behavioral symptom,outcome_category,Addiction-related behavioral symptom,4,1,4,paper_284,Open Access Massively multiplayer online role-playing games: comparing characteristics of addict vs non-addict online recruited gamers in a French adult population,,,
outcome_category,Daytime functioning / alertness,outcome_category,Daytime functioning / alertness,4,1,4,paper_167,Video gaming and sleep in adults: A systematic review,,,
outcome_category,Errors,outcome_category,Errors,4,1,4,paper_174,Does playing video games improve laparoscopic skills?,,,
outcome_category,Family functioning,outcome_category,Family functioning,4,1,4,paper_284,Open Access Massively multiplayer online role-playing games: comparing characteristics of addict vs non-addict online recruited gamers in a French adult population,,,
outcome_category,Human factors,outcome_category,Human factors,4,1,0,paper_040,Beyond playful learning – Serious games for the human-centric digital transformation of production and a design process model,,,
outcome_category,Neural activation,outcome_category,Neural activation,4,1,4,paper_055,1-s2.0-S0301051111002481-main,,,
outcome_category,Occupational functioning,outcome_category,Occupational functioning,4,1,4,paper_284,Open Access Massively multiplayer online role-playing games: comparing characteristics of addict vs non-addict online recruited gamers in a French adult population,,,
outcome_category,Policy-making,outcome_category,Policy-making,4,1,4,paper_080,Using a serious game to communicate risk and minimize psychological distance regarding environmental pollution,,,
outcome_category,Psychological / sleep-related symptoms,outcome_category,Psychological / sleep-related symptoms,4,1,4,paper_284,Open Access Massively multiplayer online role-playing games: comparing characteristics of addict vs non-addict online recruited gamers in a French adult population,,,
outcome_category,Sleep - continuity/stability/organization,outcome_category,Sleep - continuity/stability/organization,4,1,4,paper_167,Video gaming and sleep in adults: A systematic review,,,
outcome_category,Sleep - onset latency,outcome_category,Sleep - onset latency,4,1,4,paper_167,Video gaming and sleep in adults: A systematic review,,,
outcome_category,Sleep - quality,outcome_category,Sleep - quality,4,1,4,paper_167,Video gaming and sleep in adults: A systematic review,,,
outcome_category,Sleep - structure,outcome_category,Sleep - structure,4,1,4,paper_167,Video gaming and sleep in adults: A systematic review,,,
outcome_category,Sleep - timing,outcome_category,Sleep - timing,4,1,4,paper_167,Video gaming and sleep in adults: A systematic review,,,
outcome_category,Social functioning,outcome_category,Social functioning,4,1,4,paper_284,Open Access Massively multiplayer online role-playing games: comparing characteristics of addict vs non-addict online recruited gamers in a French adult population,,,
outcome_category,Social/economic functioning,outcome_category,Social/economic functioning,4,1,4,paper_284,Open Access Massively multiplayer online role-playing games: comparing characteristics of addict vs non-addict online recruited gamers in a French adult population,,,
outcome_category,Social/family functioning,outcome_category,Social/family functioning,4,1,4,paper_284,Open Access Massively multiplayer online role-playing games: comparing characteristics of addict vs non-addict online recruited gamers in a French adult population,,,
outcome_category,Time,outcome_category,Time,4,1,4,paper_174,Does playing video games improve laparoscopic skills?,,,
outcome_category,affect,outcome_category,affect,4,1,4,paper_135,"Winning isn’t everything: The impact of optimally challenging smartphone games on flow, game preference and individuals gaming to escape aversive bored states",,,
outcome_category,behavioral/psychological,outcome_category,behavioral/psychological,4,1,4,paper_111,"A measure of social behavior in team-based, multiplayer online games: The Sociality in Multiplayer Online Games (SMOG) scale",,,
outcome_category,behavioral_consequence,outcome_category,behavioral_consequence,4,1,4,paper_135,"Winning isn’t everything: The impact of optimally challenging smartphone games on flow, game preference and individuals gaming to escape aversive bored states",,,
outcome_category,game-level claim,outcome_category,game-level claim,4,1,0,paper_184,Procedia - Social and Behavioral Sciences 132 ( 2014 ) 58 – 64,,,
outcome_category,game-level_claim,outcome_category,game-level_claim,4,1,0,paper_275,Nothing else matters: Video games create sustained attentional selection away from task-irrelevant features,,,
outcome_category,game_experience,outcome_category,game_experience,4,1,4,paper_047,How does escapism foster game experience and game use?,,,
outcome_category,game_level,outcome_category,game_level,4,1,4,paper_145,"To screen, or not to screen: An experimental comparison of two methods for correlating video game loot box expenditure and problem gambling severity",,,
outcome_category,historical_knowledge_communication,outcome_category,historical_knowledge_communication,4,1,4,paper_028,Game as Book: Selecting Video Games for Academic Libraries based on Discipline,,,
outcome_category,interpreted_construct:mechanism,outcome_category,interpreted_construct:mechanism,4,1,0,paper_275,Nothing else matters: Video games create sustained attentional selection away from task-irrelevant features,,,
outcome_category,interpreted_construct|game_level_claim,outcome_category,interpreted_construct|game_level_claim,4,1,0,paper_005,Techno-dependencies in video games production: A Chilean case study,,,
outcome_category,mediation/indirect_effect,outcome_category,mediation/indirect_effect,4,1,4,paper_060,1-s2.0-S0306460324001692-main,,,
outcome_category,motivation/behavioral_intent,outcome_category,motivation/behavioral_intent,4,1,4,paper_135,"Winning isn’t everything: The impact of optimally challenging smartphone games on flow, game preference and individuals gaming to escape aversive bored states",,,
outcome_category,motivational,outcome_category,motivational,4,1,4,paper_068,Role of self-efﬁcacy and social appearance anxiety on gaming motivations of MMOFPS players,,,
outcome_category,physical_activity_behavior,outcome_category,physical_activity_behavior,4,1,4,paper_287,Page 1 of 5 (page number not for citation purposes),,,
outcome_category,physiological/affective_arousal,outcome_category,physiological/affective_arousal,4,1,4,paper_135,"Winning isn’t everything: The impact of optimally challenging smartphone games on flow, game preference and individuals gaming to escape aversive bored states",,,
outcome_category,precursor_skill,outcome_category,precursor_skill,4,1,4,paper_158,Digital game-based spelling intervention for children with spelling deficits: A randomized controlled trial,,,
outcome_category,psychological (self-reported behavioral intention),outcome_category,psychological (self-reported behavioral intention),4,1,4,paper_095,Does virtual diversity matter?: Effects of avatar-based diversity representation on willingness to express ofﬂine racial identity and avatar customization,,,
outcome_category,psychological/attitudinal,outcome_category,psychological/attitudinal,4,1,0,paper_190,This is an open access article under the CC BY-NC-ND license (https://creativecommons.org/licenses/by-nc-nd/4.0) Peer-review under responsibility of the scientific committee of the KES International. 10.1016/j.procs.2020.09.199,,,
outcome_category,psychological_symptom,outcome_category,psychological_symptom,4,1,4,paper_135,"Winning isn’t everything: The impact of optimally challenging smartphone games on flow, game preference and individuals gaming to escape aversive bored states",,,
outcome_category,psychological_trait,outcome_category,psychological_trait,4,1,4,paper_135,"Winning isn’t everything: The impact of optimally challenging smartphone games on flow, game preference and individuals gaming to escape aversive bored states",,,
outcome_category,qualitative_judgment,outcome_category,qualitative_judgment,4,1,4,paper_028,Game as Book: Selecting Video Games for Academic Libraries based on Discipline,,,
outcome_category,satisfaction,outcome_category,satisfaction,4,1,4,paper_023,Gamification of the point of sale using hybrid-reality games: Non-players' negative influence on players' service experience,,,
outcome_category,self-report spatial presence,outcome_category,self-report spatial presence,4,1,4,paper_290,Perspective and agency during video gaming influences spatial presence experience and brain activation patterns,,,
outcome_category,self_report,outcome_category,self_report,4,1,4,paper_158,Digital game-based spelling intervention for children with spelling deficits: A randomized controlled trial,,,
outcome_category,spelling,outcome_category,spelling,4,1,4,paper_158,Digital game-based spelling intervention for children with spelling deficits: A randomized controlled trial,,,
outcome_category,subjective experience,outcome_category,subjective experience,4,1,4,paper_301,Action Video Game Players Do Not Differ in the Perception,,,
outcome_category,Adverse effect / physiological,outcome_category,Adverse effect / physiological,3,1,3,paper_195,Active video games in fully immersive virtual reality elicit moderate-to-vigorous physical activity and improve cognitive performance in sedentary college students,,,
outcome_category,Attitudinal / behavioral intention,outcome_category,Attitudinal / behavioral intention,3,1,3,paper_305,"Sexual Priming, Gender Stereotyping, and Likelihood to Sexually Harass: Examining the Cognitive Effects of Playing a Sexually-Explicit Video Game",,,
outcome_category,Clinical,outcome_category,Clinical,3,1,0,paper_262,"The impact of video gaming on cognitive functioning of people with schizophrenia (GAME-S): study protocol of a randomised controlled trial Maritta Välimäki1,2,3*",,,
outcome_category,Cognitive accessibility,outcome_category,Cognitive accessibility,3,1,3,paper_305,"Sexual Priming, Gender Stereotyping, and Likelihood to Sexually Harass: Examining the Cognitive Effects of Playing a Sexually-Explicit Video Game",,,
outcome_category,Cognitive performance,outcome_category,Cognitive performance,3,1,3,paper_195,Active video games in fully immersive virtual reality elicit moderate-to-vigorous physical activity and improve cognitive performance in sedentary college students,,,
outcome_category,Cognitive; Social functioning,outcome_category,Cognitive; Social functioning,3,1,0,paper_262,"The impact of video gaming on cognitive functioning of people with schizophrenia (GAME-S): study protocol of a randomised controlled trial Maritta Välimäki1,2,3*",,,
outcome_category,Economics,outcome_category,Economics,3,1,3,paper_022,Welfare and fairness in free-to-play video games,,,
outcome_category,Efficiency,outcome_category,Efficiency,3,1,3,paper_174,Does playing video games improve laparoscopic skills?,,,
outcome_category,Game experience / psychological,outcome_category,Game experience / psychological,3,1,3,paper_195,Active video games in fully immersive virtual reality elicit moderate-to-vigorous physical activity and improve cognitive performance in sedentary college students,,,
outcome_category,Governance,outcome_category,Governance,3,1,0,paper_022,Welfare and fairness in free-to-play video games,,,
outcome_category,Interpreted construct,outcome_category,Interpreted construct,3,1,3,paper_305,"Sexual Priming, Gender Stereotyping, and Likelihood to Sexually Harass: Examining the Cognitive Effects of Playing a Sexually-Explicit Video Game",,,
outcome_category,Methodological / Bias assessment,outcome_category,Methodological / Bias assessment,3,1,0,paper_175,Video-game based instruction for vocabulary acquisition with English language learners: A Bayesian meta-analysis,,,
outcome_category,Methodological / Meta-analytic,outcome_category,Methodological / Meta-analytic,3,1,0,paper_175,Video-game based instruction for vocabulary acquisition with English language learners: A Bayesian meta-analysis,,,
outcome_category,Motivational,outcome_category,Motivational,3,1,3,paper_098,Making work fun: Investigating antecedents of perceived enjoyment in human computation games for information sharing,,,
outcome_category,Physical activity (MVPA),outcome_category,Physical activity (MVPA),3,1,3,paper_195,Active video games in fully immersive virtual reality elicit moderate-to-vigorous physical activity and improve cognitive performance in sedentary college students,,,
outcome_category,Resource utilization,outcome_category,Resource utilization,3,1,3,paper_044,Prediction-based real-time resource provisioning for massively multiplayer online games,,,
outcome_category,System adaptability,outcome_category,System adaptability,3,1,3,paper_044,Prediction-based real-time resource provisioning for massively multiplayer online games,,,
outcome_category,attention/psychological (inferred from ERP),outcome_category,attention/psychological (inferred from ERP),3,1,3,paper_002,The effects of an action video game on visual and affective information processing,,,
outcome_category,attitudinal beliefs,outcome_category,attitudinal beliefs,3,1,3,paper_234,Do Future Teachers Believe that Video Games Help Learning?,,,
outcome_category,behavioral_outcome,outcome_category,behavioral_outcome,3,1,3,paper_050,Adolescent aggression and violent video games: The role of moral disengagement and parental rearing patterns,,,
outcome_category,classroom behavior / dynamics,outcome_category,classroom behavior / dynamics,3,1,0,paper_061,Beyond Nintendo: design and assessment of educational video games for ﬁrst and second grade students,,,
outcome_category,classroom technology adoption,outcome_category,classroom technology adoption,3,1,3,paper_061,Beyond Nintendo: design and assessment of educational video games for ﬁrst and second grade students,,,
outcome_category,dynamic stepping / balance,outcome_category,dynamic stepping / balance,3,1,3,paper_263,Effects of interactive video-game–based exercise on balance in older adults with mild-to-moderate Parkinson’s disease,,,
outcome_category,experience/enjoyment,outcome_category,experience/enjoyment,3,1,0,paper_091,Let’s play together: Effects of video-game play on intergenerational perceptions among youth and elderly participants,,,
outcome_category,feedback_quantity_comparison,outcome_category,feedback_quantity_comparison,3,1,3,paper_164,Improving serious games by crowdsourcing feedback from the STEAM online gaming community,,,
outcome_category,functional / mobility,outcome_category,functional / mobility,3,1,3,paper_263,Effects of interactive video-game–based exercise on balance in older adults with mild-to-moderate Parkinson’s disease,,,
outcome_category,functional / self-efficacy,outcome_category,functional / self-efficacy,3,1,3,paper_263,Effects of interactive video-game–based exercise on balance in older adults with mild-to-moderate Parkinson’s disease,,,
outcome_category,interpreted_construct (mediation),outcome_category,interpreted_construct (mediation),3,1,0,paper_091,Let’s play together: Effects of video-game play on intergenerational perceptions among youth and elderly participants,,,
outcome_category,interpreted_construct (moderation),outcome_category,interpreted_construct (moderation),3,1,0,paper_091,Let’s play together: Effects of video-game play on intergenerational perceptions among youth and elderly participants,,,
outcome_category,motivation,outcome_category,motivation,3,1,3,paper_061,Beyond Nintendo: design and assessment of educational video games for ﬁrst and second grade students,,,
outcome_category,patient-reported outcome / quality of life,outcome_category,patient-reported outcome / quality of life,3,1,3,paper_263,Effects of interactive video-game–based exercise on balance in older adults with mild-to-moderate Parkinson’s disease,,,
outcome_category,perceived instructional use effect,outcome_category,perceived instructional use effect,3,1,3,paper_234,Do Future Teachers Believe that Video Games Help Learning?,,,
outcome_category,perceived learning types,outcome_category,perceived learning types,3,1,3,paper_234,Do Future Teachers Believe that Video Games Help Learning?,,,
outcome_category,physical_activity,outcome_category,physical_activity,3,1,3,paper_136,"Background: ESports has evolved into a hyper-competitive genre of video gaming. Emerging evidence has linked its intense engagement with mental health problems, with implications on youth development. We aim to summarise the impact of eSports and online video gaming on lifestyle outcomes",,,
outcome_category,postural balance,outcome_category,postural balance,3,1,3,paper_263,Effects of interactive video-game–based exercise on balance in older adults with mild-to-moderate Parkinson’s disease,,,
outcome_category,postural balance / dynamic reach,outcome_category,postural balance / dynamic reach,3,1,3,paper_263,Effects of interactive video-game–based exercise on balance in older adults with mild-to-moderate Parkinson’s disease,,,
outcome_category,predictive_performance,outcome_category,predictive_performance,3,1,3,paper_059,1-s2.0-S0306460319303910-main,,,
outcome_category,preference_ranking,outcome_category,preference_ranking,3,1,0,paper_030,Establishing user requirements: incorporating gamer preferences into interactive games design,,,
outcome_category,statistical_analysis,outcome_category,statistical_analysis,3,1,3,paper_155,Co-evolving scenarios and simulated players to locate bugs that arise from the interaction of software models of video games,,,
outcome_category,system_performance,outcome_category,system_performance,3,1,0,paper_238,Multimed Tools Appl (2009) 45:83–107 DOI 10.1007/s11042-009-0287-7 The partial migration of game state and dynamic server selection to reduce latency,,,
outcome_category,teacher perceptions,outcome_category,teacher perceptions,3,1,0,paper_061,Beyond Nintendo: design and assessment of educational video games for ﬁrst and second grade students,,,
outcome_category,usage_metric,outcome_category,usage_metric,3,1,0,paper_164,Improving serious games by crowdsourcing feedback from the STEAM online gaming community,,,
outcome_category,Awareness,outcome_category,Awareness,2,1,0,paper_187,VS-Games 2012 doi: 10.1016/j.procs.2012.10.073 Virtual Worlds for Serious Applications (VS-GAMES'12) Evaluation of simulation games for teaching engineering and manufacturing,,,
outcome_category,Cognitive appraisal,outcome_category,Cognitive appraisal,2,1,0,paper_101,Serious games for emergency preparedness: Evaluation of an interactive vs. a non-interactive simulation of a terror attack,,,
outcome_category,Correlation,outcome_category,Correlation,2,1,2,paper_174,Does playing video games improve laparoscopic skills?,,,
outcome_category,Decision making / Executive function,outcome_category,Decision making / Executive function,2,1,2,paper_099,The inﬂuence of video games on executive functions in college students,,,
outcome_category,Economic performance,outcome_category,Economic performance,2,1,2,paper_254,S1252502200521701,,,
outcome_category,Emotional,outcome_category,Emotional,2,1,0,paper_101,Serious games for emergency preparedness: Evaluation of an interactive vs. a non-interactive simulation of a terror attack,,,
outcome_category,Fatigue (proxy-reported questionnaire),outcome_category,Fatigue (proxy-reported questionnaire),2,1,2,paper_268,Hamari et al. BMC Res Notes (2019) 12:784,,,
outcome_category,Interpretation/insight,outcome_category,Interpretation/insight,2,1,2,paper_256,S1265001900566501,,,
outcome_category,Intervention fidelity (self-report/diary),outcome_category,Intervention fidelity (self-report/diary),2,1,0,paper_268,Hamari et al. BMC Res Notes (2019) 12:784,,,
outcome_category,Learning experience,outcome_category,Learning experience,2,1,2,paper_065,The effect of simulation games on the learning of computational problem solving,,,
outcome_category,Motivation/Attitudinal,outcome_category,Motivation/Attitudinal,2,1,2,paper_062,The effects of computer games on primary school students’ achievement and motivation in geography learning,,,
outcome_category,Motor performance (standardized test),outcome_category,Motor performance (standardized test),2,1,2,paper_268,Hamari et al. BMC Res Notes (2019) 12:784,,,
outcome_category,Negative gaming outcomes,outcome_category,Negative gaming outcomes,2,1,2,paper_122,Do coping strategies moderate the relationship between escapism and negative gaming outcomes in World of Warcraft (MMORPG) players?,,,
outcome_category,Performance/efficiency (task time/effort),outcome_category,Performance/efficiency (task time/effort),2,1,2,paper_256,S1265001900566501,,,
outcome_category,Physical activity (objective),outcome_category,Physical activity (objective),2,1,2,paper_268,Hamari et al. BMC Res Notes (2019) 12:784,,,
outcome_category,"Physical activity (objective, longitudinal change)",outcome_category,"Physical activity (objective, longitudinal change)",2,1,2,paper_268,Hamari et al. BMC Res Notes (2019) 12:784,,,
outcome_category,Physical activity (questionnaire),outcome_category,Physical activity (questionnaire),2,1,2,paper_268,Hamari et al. BMC Res Notes (2019) 12:784,,,
outcome_category,Physical activity (self-report/diary),outcome_category,Physical activity (self-report/diary),2,1,2,paper_268,Hamari et al. BMC Res Notes (2019) 12:784,,,
outcome_category,Problem solving / Executive function,outcome_category,Problem solving / Executive function,2,1,2,paper_099,The inﬂuence of video games on executive functions in college students,,,
outcome_category,Risk-taking,outcome_category,Risk-taking,2,1,2,paper_099,The inﬂuence of video games on executive functions in college students,,,
outcome_category,Self-efficacy,outcome_category,Self-efficacy,2,1,2,paper_101,Serious games for emergency preparedness: Evaluation of an interactive vs. a non-interactive simulation of a terror attack,,,
outcome_category,Self-report,outcome_category,Self-report,2,1,2,paper_265,Video-game-assisted physiotherapeutic scoliosis-specific exercises for idiopathic scoliosis: case series and introduction of a new tool to increase motivation and precision of exercise performance,,,
outcome_category,Skill,outcome_category,Skill,2,1,0,paper_187,VS-Games 2012 doi: 10.1016/j.procs.2012.10.073 Virtual Worlds for Serious Applications (VS-GAMES'12) Evaluation of simulation games for teaching engineering and manufacturing,,,
outcome_category,Social/Communication,outcome_category,Social/Communication,2,1,0,paper_187,VS-Games 2012 doi: 10.1016/j.procs.2012.10.073 Virtual Worlds for Serious Applications (VS-GAMES'12) Evaluation of simulation games for teaching engineering and manufacturing,,,
outcome_category,Time/Training efficiency,outcome_category,Time/Training efficiency,2,1,2,paper_174,Does playing video games improve laparoscopic skills?,,,
outcome_category,affective_cognitive_response,outcome_category,affective_cognitive_response,2,1,2,paper_085,"The effects of interactive brand placements in online games on children’s cognitive, affective, and conative brand responses",,,
outcome_category,affective_response,outcome_category,affective_response,2,1,2,paper_085,"The effects of interactive brand placements in online games on children’s cognitive, affective, and conative brand responses",,,
outcome_category,attitude,outcome_category,attitude,2,1,2,paper_018,Changes in user experience and satisfaction as media technology evolves: The reciprocal relationship between video games and video game-related media,,,
outcome_category,attribution/perception,outcome_category,attribution/perception,2,1,0,paper_149,Sexism in esports: How male and female players evaluate each others’ performance and agency✩,,,
outcome_category,behavior,outcome_category,behavior,2,1,2,paper_027,Violent Video Games: Specific Effects Of Violent Content On Aggressive Thoughts And Behavior,,,
outcome_category,behavioral engagement,outcome_category,behavioral engagement,2,1,0,paper_109,Number processing ability is connected to longitudinal changes in multiplayer online battle arena skill,,,
outcome_category,behavioral incident / harassment,outcome_category,behavioral incident / harassment,2,1,2,paper_178,“Pro Gamers” & Cyberbullying: Workplace bullying & sexual harassment in professional video gaming,,,
outcome_category,behavioral/self-report,outcome_category,behavioral/self-report,2,1,0,paper_276,The association between chronic exposure to video game violence and affective picture processing: an ERP study,,,
outcome_category,behavioral_response,outcome_category,behavioral_response,2,1,1,paper_241,"Track 4: Digital Games, Virtual Reality, And Augmented Reality",,,
outcome_category,cognitive measure,outcome_category,cognitive measure,2,1,0,paper_109,Number processing ability is connected to longitudinal changes in multiplayer online battle arena skill,,,
outcome_category,cognitive_response,outcome_category,cognitive_response,2,1,2,paper_085,"The effects of interactive brand placements in online games on children’s cognitive, affective, and conative brand responses",,,
outcome_category,conative_response,outcome_category,conative_response,2,1,2,paper_085,"The effects of interactive brand placements in online games on children’s cognitive, affective, and conative brand responses",,,
outcome_category,conative_response_moderation,outcome_category,conative_response_moderation,2,1,2,paper_085,"The effects of interactive brand placements in online games on children’s cognitive, affective, and conative brand responses",,,
outcome_category,emotional_state,outcome_category,emotional_state,2,1,2,paper_050,Adolescent aggression and violent video games: The role of moral disengagement and parental rearing patterns,,,
outcome_category,game performance,outcome_category,game performance,2,1,2,paper_109,Number processing ability is connected to longitudinal changes in multiplayer online battle arena skill,,,
outcome_category,game_performance,outcome_category,game_performance,2,1,2,paper_300,Playing a Video Game and Learning to Think: What’s the Connection?,,,
outcome_category,measurement_development,outcome_category,measurement_development,2,1,0,paper_111,"A measure of social behavior in team-based, multiplayer online games: The Sociality in Multiplayer Online Games (SMOG) scale",,,
outcome_category,mediator,outcome_category,mediator,2,1,1,paper_019,The impacts of game experience and fanwork creation on game loyalty: Mediation effect of perceived value,,,
outcome_category,meta,outcome_category,meta,2,1,0,paper_191,This is an open access article under the CC BY-NC-ND license (https://creativecommons.org/licenses/by-nc-nd/4.0) Peer-review under responsibility of the scientific committee of the 5th International Conference on Computer Science and,,,
outcome_category,mood/affect,outcome_category,mood/affect,2,1,2,paper_113,Acute effect of active video games on older children's mood change,,,
outcome_category,nutrition,outcome_category,nutrition,2,1,2,paper_136,"Background: ESports has evolved into a hyper-competitive genre of video gaming. Emerging evidence has linked its intense engagement with mental health problems, with implications on youth development. We aim to summarise the impact of eSports and online video gaming on lifestyle outcomes",,,
outcome_category,perceptual (independent coder ratings of avatar appearance),outcome_category,perceptual (independent coder ratings of avatar appearance),2,1,2,paper_095,Does virtual diversity matter?: Effects of avatar-based diversity representation on willingness to express ofﬂine racial identity and avatar customization,,,
outcome_category,perceptual comparison,outcome_category,perceptual comparison,2,1,2,paper_301,Action Video Game Players Do Not Differ in the Perception,,,
outcome_category,perceptual measure,outcome_category,perceptual measure,2,1,2,paper_301,Action Video Game Players Do Not Differ in the Perception,,,
outcome_category,perceptual_performance,outcome_category,perceptual_performance,2,1,2,paper_270,"Action video game playing is associated with improved visual sensitivity, but not alterations in visual sensory memory",,,
outcome_category,postural_balance_interpretation,outcome_category,postural_balance_interpretation,2,1,2,paper_196,Use of commercial video games to improve postural balance in patients with multiple sclerosis: A systematic review and meta-analysis of randomised controlled clinical trials,,,
outcome_category,self-report,outcome_category,self-report,2,1,0,paper_112,"Violent video game effects on salivary cortisol, arousal, and aggressive thoughts in children",,,
outcome_category,sensory_memory,outcome_category,sensory_memory,2,1,2,paper_270,"Action video game playing is associated with improved visual sensitivity, but not alterations in visual sensory memory",,,
outcome_category,skill,outcome_category,skill,2,1,2,paper_252,Vol.:(0123456789) Review of Managerial Science (2021) 15:957–990,,,
outcome_category,sleep,outcome_category,sleep,2,1,2,paper_136,"Background: ESports has evolved into a hyper-competitive genre of video gaming. Emerging evidence has linked its intense engagement with mental health problems, with implications on youth development. We aim to summarise the impact of eSports and online video gaming on lifestyle outcomes",,,
outcome_category,social dynamics,outcome_category,social dynamics,2,1,0,paper_064,World of Warcraft and the impact of game culture and play in an undergraduate game design course,,,
outcome_category,social prejudice effect,outcome_category,social prejudice effect,2,1,0,paper_149,Sexism in esports: How male and female players evaluate each others’ performance and agency✩,,,
outcome_category,Attitude / Psychological,outcome_category,Attitude / Psychological,1,1,0,paper_031,"Inﬂuences of perceived product innovation upon usage behavior for MMORPG: Product capability, technology capability, and user centered design",,,
outcome_category,Behavioral intention,outcome_category,Behavioral intention,1,1,0,paper_031,"Inﬂuences of perceived product innovation upon usage behavior for MMORPG: Product capability, technology capability, and user centered design",,,
outcome_category,Business model evolution,outcome_category,Business model evolution,1,1,0,paper_017,Business model innovation in video-game consoles to face the threats of mobile gaming: Evidence from the case of Sony PlayStation,,,
outcome_category,Demographic moderator,outcome_category,Demographic moderator,1,1,0,paper_020,Social network games (SNGs) addiction: Psychological dimensions and impacts on life quality and society,,,
outcome_category,Economic,outcome_category,Economic,1,1,1,paper_137,Mobile gaming and Internet addiction: When is playing no longer just fun and games?,,,
outcome_category,Measurement,outcome_category,Measurement,1,1,0,paper_077,An examination of teachers’ views on video games and learning: Establishing the Games and Literacy Education (GALE) scale,,,
outcome_category,Methodological outcome: coding schema,outcome_category,Methodological outcome: coding schema,1,1,0,paper_017,Business model innovation in video-game consoles to face the threats of mobile gaming: Evidence from the case of Sony PlayStation,,,
